iter	Logloss
248	0.03741016838
249	0.03712266185
250	0.03691265124
251	0.03659066039
252	0.03633053341
253	0.03612357411
254	0.03574928199
255	0.0357351185
256	0.0354096647
257	0.03506607511
258	0.034959364
259	0.03475094449
260	0.03433129859
261	0.03380886449
262	0.03349579144
263	0.03325998357
264	0.03268620015
265	0.03230676258
266	0.03192216335
267	0.03162338599
268	0.0314007196
269	0.03140055533
270	0.03125070712
271	0.03112710326
272	0.03061087367
273	0.03019028878
274	0.03001543502
275	0.02952038099
276	0.02950391972
277	0.02928367172
278	0.02897349736
279	0.02856443514
280	0.0280130021
281	0.02771754391
282	0.02745739429
283	0.02732815303
284	0.02717057232
285	0.02679613674
286	0.02657958163
287	0.026368172
288	0.0260761895
289	0.02576353465
290	0.0255489089
291	0.02533724132
292	0.02518264955
293	0.02506961082
294	0.02482982079
295	0.02470634421
296	0.02431843139
297	0.0240062022
298	0.02371483632
299	0.02361855191
300	0.02354478664
301	0.02330724414
302	0.02317256776
303	0.0229726933
304	0.02266938993
305	0.02243848564
306	0.02226952754
307	0.02200490493
308	0.02173152513
309	0.02141879
310	0.02134410308
311	0.02124737767
312	0.02108475922
313	0.02076502397
314	0.02067534275
315	0.02057889603
316	0.02045662334
317	0.02026099882
318	0.02006518818
319	0.01981814539
320	0.01966881407
321	0.01964123122
322	0.01956809977
323	0.01950475168
324	0.01934371929
325	0.01917928865
326	0.01890328051
327	0.01866214066
328	0.01847439213
329	0.01839909853
330	0.01832302839
331	0.01817356015
332	0.01815006937
333	0.01808366442
334	0.01789917454
335	0.01775079542
336	0.01768842772
337	0.01754204809
338	0.01743331458
339	0.01725966106
340	0.01720952114
